meta,sender,sender_type,sender_id,age,gender-birth,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,answer_true,stimulus,context,island_type,transfer_s,transfer_c,id,right_answer,question
,Answer indication,canvas.Screen,2_50_4,,,,,,,skipped,,1388073.3999999762,,,1388072.1000000238,1388074.1000000238,2024-05-21T20:59:07.179Z,1388081,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko se zaljubio u djevojku kad je bio dijete?,"Kad smo bili djeca, moj prijatelj i ja smo se zaljubili u istu djevojku..",gf,,33,52,,
,inter-stimulus,canvas.Screen,2_50_5,,,,,,,response,848.6000000238419,1388074.199999988,1388064.3,1388081,1388929.6000000238,1388930.8999999762,2024-05-21T20:59:08.036Z,1388947.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Tko se zaljubio u djevojku kad je bio dijete?,"Kad smo bili djeca, moj prijatelj i ja smo se zaljubili u istu djevojku..",gf,,33,52,,
,Sequence,flow.Sequence,2_50,,,,,,,completion,13482.100000023842,1375435.3999999762,1375430.92,1375447.5,1388929.6000000238,1388931.199999988,2024-05-21T20:59:08.036Z,1388947.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Tko se zaljubio u djevojku kad je bio dijete?,"Kad smo bili djeca, moj prijatelj i ja smo se zaljubili u istu djevojku..",gf,,33,52,,
,context,canvas.Screen,2_51_0_0,,,,,,,response,4389.5,1388931.5,1388930.964,1388947.5,1393337,1393337.800000012,2024-05-21T20:59:12.443Z,1393364.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Timer frame,html.Frame,2_51_0,,,,,,,,4390.399999976158,1388931.300000012,1388930.964,1388947.5,1393337.8999999762,1393338,2024-05-21T20:59:12.444Z,1393364.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,stimulus,canvas.Screen,2_51_1_0,,,,,,,response,5418.699999999953,1393338.300000012,1393347.75,1393364.3,1398783,1398783.8999999762,2024-05-21T20:59:17.889Z,1398814.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Timer frame,html.Frame,2_51_1,,,,,,,,5419.699999999953,1393338.1000000238,1393347.75,1393364.3,1398784,1398784.1000000238,2024-05-21T20:59:17.890Z,1398814.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Spremanje,canvas.Screen,2_51_2,,,,,,,skipped,,1398784.1000000238,,,1398784,1398784.300000012,2024-05-21T20:59:17.890Z,1398814.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Question form,html.Form,2_51_3,,,,,,,skipped,,1398784.300000012,,,1398784,1398784.5,2024-05-21T20:59:17.890Z,1398814.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Answer indication,canvas.Screen,2_51_4,,,,,,,skipped,,1398785.199999988,,,1398784,1398785.3999999762,2024-05-21T20:59:17.891Z,1398814.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,inter-stimulus,canvas.Screen,2_51_5,,,,,,,response,800.0000000118744,1398785.5,1398797.664,1398814.3,1399614.300000012,1399615.5,2024-05-21T20:59:18.721Z,1399631.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,Sequence,flow.Sequence,2_51,,,,,,,completion,10666.800000011921,1388931.300000012,1388930.964,1388947.5,1399614.300000012,1399615.699999988,2024-05-21T20:59:18.721Z,1399631.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što mama hvali kćer koja je u školi dobila?,Mama hvali kćer koja je u školi dobila peticu.,cnp,,,11,,
,context,canvas.Screen,2_52_0_0,,,,,,,response,3731.8000000000466,1399616.1000000238,1399614.386,1399631.2,1403363,1403363.800000012,2024-05-21T20:59:22.469Z,1403364.404,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Timer frame,html.Frame,2_52_0,,,,,,,,3732.6999999762047,1399615.8999999762,1399614.386,1399631.2,1403363.8999999762,1403364,2024-05-21T20:59:22.470Z,1403364.404,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,stimulus,canvas.Screen,2_52_1_0,,,,,,,response,7968.696000023745,1403364.3999999762,1403364.404,1403364.404,1411333.1000000238,1411334.1000000238,2024-05-21T20:59:30.440Z,1411347.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Timer frame,html.Frame,2_52_1,,,,,,,,7969.896000011824,1403364.199999988,1403364.404,1403364.404,1411334.300000012,1411334.3999999762,2024-05-21T20:59:30.440Z,1411347.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Spremanje,canvas.Screen,2_52_2,,,,,,,skipped,,1411334.5,,,1411334.300000012,1411334.6000000238,2024-05-21T20:59:30.440Z,1411347.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Question form,html.Form,2_52_3,,,,,,,skipped,,1411334.699999988,,,1411334.300000012,1411334.800000012,2024-05-21T20:59:30.440Z,1411347.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Answer indication,canvas.Screen,2_52_4,,,,,,,skipped,,1411336.1000000238,,,1411334.300000012,1411336.300000012,2024-05-21T20:59:30.442Z,1411347.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,inter-stimulus,canvas.Screen,2_52_5,,,,,,,response,1294.6000000238419,1411336.300000012,1411331.198,1411347.5,1412642.1000000238,1412643.300000012,2024-05-21T20:59:31.749Z,1412664.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Sequence,flow.Sequence,2_52,,,,,,,completion,13010.900000023888,1399615.8999999762,1399614.386,1399631.2,1412642.1000000238,1412643.6000000238,2024-05-21T20:59:31.749Z,1412664.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Vidimo plažu od koje smo bili daleko.,Vidimo plažu od koje smo bili daleko.,ai,,,25,,
,Loop,flow.Loop,2,,,,,,,completion,1257416.5120000239,155222.10000002384,155225.588,155225.588,1412642.1000000238,1412643.800000012,2024-05-21T20:59:31.749Z,1412664.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,,,,,,,,
,Kraj,canvas.Screen,3,,,,,,,response,1219.9000000238884,1412643.8999999762,1412647.712,1412664.2,1413884.1000000238,1413885.199999988,2024-05-21T20:59:32.991Z,1413914.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,root,flow.Sequence,,,,,,,,completion,1412159.268000024,1700,1724.832,1724.832,1413884.1000000238,1413887.8999999762,2024-05-21T20:59:32.993Z,1413914.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,,,,,,,,
"{""labjs_version"":""20.2.4"",""labjs_build"":{""flavor"":""production"",""commit"":""f5b4a49f956347addd546a832a3327688c2c0fef""},""location"":""https://open-lab.online/test/anketa/664d05ae1edf7d6ac4e9e3f2"",""userAgent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36"",""platform"":""Win32"",""language"":""en-US"",""locale"":""en-US"",""timeZone"":""Europe/Zagreb"",""timezoneOffset"":-120,""screen_width"":1536,""screen_height"":864,""scroll_width"":1312,""scroll_height"":692,""window_innerWidth"":1312,""window_innerHeight"":740,""devicePixelRatio"":1.25}",Demography form,html.Form,0,42,male,master,mother-tongue,Softverski inženjer,,form submission,36038.76800002384,1700.300000011921,1724.832,1724.832,37763.60000002384,37764.60000002384,2024-05-21T20:36:36.870Z,37775,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,458957,,,,,,,,,,,
,context,canvas.Screen,1_0,,,,,,,response,5635.600000023842,37765.19999998808,37758.288,37775,43410.60000002384,43411.80000001192,2024-05-21T20:36:42.517Z,43441.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,,,,,,,,
,stimulus,canvas.Screen,1_1,,,,,,,response,38067.100000011924,43412,43408.324,43441.7,81508.80000001192,81512.39999997616,2024-05-21T20:37:20.618Z,81525.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,,,,,,,,
,inter-stimulus,canvas.Screen,1_2,,,,,,,response,9299.199999976161,81512.60000002384,81508.378,81525.2,90824.39999997616,90825.80000001192,2024-05-21T20:37:29.931Z,90841.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,context,canvas.Screen,1_3,,,,,,,response,6090.700000023848,90825.89999997616,90825.224,90841.9,96932.60000002384,96933.5,2024-05-21T20:37:36.039Z,96958.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,,,,,,,,
,stimulus,canvas.Screen,1_4,,,,,,,response,15664.600000023842,96933.60000002384,96925.254,96958.5,112623.10000002384,112624.10000002384,2024-05-21T20:37:51.729Z,112642.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,,,,,,,,
,inter-stimulus,canvas.Screen,1_5,,,,,,,response,2342.699999976161,112624.19999998808,112624.986,112642.7,114985.39999997616,114987.39999997616,2024-05-21T20:37:54.093Z,114992.1,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,context,canvas.Screen,1_6,,,,,,,response,6390.599999988073,114987.89999997616,114992.056,114992.1,121382.69999998808,121383.80000001192,2024-05-21T20:38:00.489Z,121408.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,,,,,,,,
,stimulus,canvas.Screen,1_7_0,,,,,,,response,9070.000000023836,121387.10000002384,121375.2,121408.6,130478.60000002384,130481.89999997616,2024-05-21T20:38:09.587Z,130491.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,6,click @6,,,,,,,,,
,Timer frame,html.Frame,1_7,,,,,,,,9073.500000023836,121384.10000002384,121375.2,121408.6,130482.10000002384,130482.89999997616,2024-05-21T20:38:09.588Z,130491.9,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,,,,,,,,
,Screen,canvas.Screen,1_8,,,,,,,response,7045.999999976164,130483.10000002384,130475.392,130491.9,137537.89999997616,137539.30000001192,2024-05-21T20:38:16.644Z,137558.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,Question form,html.Form,1_9,,,,,,,form submission,9513.799999976152,137539.5,137542.05,137558.6,147072.39999997616,147072.80000001192,2024-05-21T20:38:26.177Z,147075.548,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,Zrele,,,,,,,,
,Screen,canvas.Screen,1_10,,,,,,,response,3281.252000011911,147074.60000002384,147075.548,147075.548,150356.80000001192,150357.89999997616,2024-05-21T20:38:29.463Z,150375.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,inter-stimulus,canvas.Screen,1_11,,,,,,,response,4842.799999988085,150358.10000002384,150358.916,150375.4,155218.19999998808,155219.39999997616,2024-05-21T20:38:34.324Z,155225.588,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,,,,,,,,
,First stimuli,flow.Sequence,1,,,,,,,completion,117443.19999998808,37765.19999998808,37758.288,37775,155218.19999998808,155221.89999997616,2024-05-21T20:38:34.327Z,155225.588,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,,,,,,,,
,context,canvas.Screen,2_0_0_0,,,,,,,response,3069.1119999880902,155222.39999997616,155225.588,155225.588,158294.69999998808,158296.10000002384,2024-05-21T20:38:37.401Z,158308.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Timer frame,html.Frame,2_0_0,,,,,,,,3070.712000011932,155222.10000002384,155225.588,155225.588,158296.30000001192,158296.5,2024-05-21T20:38:37.401Z,158308.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,stimulus,canvas.Screen,2_0_1_0,,,,,,,response,8072.000000023836,158297.10000002384,158292.074,158308.6,166380.60000002384,166381.60000002384,2024-05-21T20:38:45.486Z,166392,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Timer frame,html.Frame,2_0_1,,,,,,,,8073.099999988073,158296.69999998808,158292.074,158308.6,166381.69999998808,166382.39999997616,2024-05-21T20:38:45.487Z,166392,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Spremanje,canvas.Screen,2_0_2,,,,,,,skipped,,166382.5,,,166381.69999998808,166382.60000002384,2024-05-21T20:38:45.487Z,166392,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Question form,html.Form,2_0_3,,,,,,,skipped,,166382.80000001192,,,166381.69999998808,166382.80000001192,2024-05-21T20:38:45.488Z,166392,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Answer indication,canvas.Screen,2_0_4,,,,,,,skipped,,166384.19999998808,,,166381.69999998808,166384.30000001192,2024-05-21T20:38:45.489Z,166392,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,inter-stimulus,canvas.Screen,2_0_5,,,,,,,response,3171.800000011921,166384.5,166375.482,166392,169563.80000001192,169565,2024-05-21T20:38:48.670Z,169575.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,Sequence,flow.Sequence,2_0,,,,,,,completion,14338.212000011932,155222.10000002384,155225.588,155225.588,169563.80000001192,169565.19999998808,2024-05-21T20:38:48.670Z,169575.4,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Jedna vrlo duboka tamo postoji pećina.,Tamo postoji jedna vrlo duboka pećina.,lbc,,,37,,
,context,canvas.Screen,2_1_0_0,,,,,,,response,2871.499999976164,169565.60000002384,169558.888,169575.4,172446.89999997616,172447.89999997616,2024-05-21T20:38:51.553Z,172458.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Timer frame,html.Frame,2_1_0,,,,,,,,2872.600000000006,169565.39999997616,169558.888,169575.4,172448,172448.10000002384,2024-05-21T20:38:51.553Z,172458.7,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,stimulus,canvas.Screen,2_1_1_0,,,,,,,response,8817.90000002383,172448.60000002384,172442.126,172458.7,181276.60000002384,181277.5,2024-05-21T20:39:00.382Z,181292.256,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Timer frame,html.Frame,2_1_1,,,,,,,,8818.90000002383,172448.30000001192,172442.126,172458.7,181277.60000002384,181277.80000001192,2024-05-21T20:39:00.382Z,181292.256,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Spremanje,canvas.Screen,2_1_2,,,,,,,skipped,,181277.89999997616,,,181277.60000002384,181278,2024-05-21T20:39:00.383Z,181292.256,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Question form,html.Form,2_1_3,,,,,,,skipped,,181278.10000002384,,,181277.60000002384,181278.19999998808,2024-05-21T20:39:00.383Z,181292.256,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Answer indication,canvas.Screen,2_1_4,,,,,,,skipped,,181279.60000002384,,,181277.60000002384,181279.69999998808,2024-05-21T20:39:00.384Z,181292.256,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,inter-stimulus,canvas.Screen,2_1_5,,,,,,,response,2269.244000000006,181279.80000001192,181292.256,181292.256,183561.5,183562.80000001192,2024-05-21T20:39:02.668Z,183575.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,Sequence,flow.Sequence,2_1,,,,,,,completion,13986.100000000006,169565.39999997616,169558.888,169575.4,183561.5,183563.10000002384,2024-05-21T20:39:02.669Z,183575.5,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Za kim su banditi imali pitanja?,Ti banditi su imali pitanja za mene.,nf,,,40,,
,context,canvas.Screen,2_2_0_0,,,,,,,response,4815.100000023842,183563.5,183558.922,183575.5,188390.60000002384,188391.60000002384,2024-05-21T20:39:07.497Z,188408.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Timer frame,html.Frame,2_2_0,,,,,,,,4816.300000011921,183563.30000001192,183558.922,183575.5,188391.80000001192,188391.89999997616,2024-05-21T20:39:07.497Z,188408.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,stimulus,canvas.Screen,2_2_1_0,,,,,,,response,9538.09999997617,188392.30000001192,188392.232,188408.8,197946.89999997616,197948.10000002384,2024-05-21T20:39:17.054Z,197975.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Timer frame,html.Frame,2_2_1,,,,,,,,9539.39999998809,188392,188392.232,188408.8,197948.19999998808,197948.39999997616,2024-05-21T20:39:17.054Z,197975.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Spremanje,canvas.Screen,2_2_2,,,,,,,skipped,,197948.5,,,197948.19999998808,197948.60000002384,2024-05-21T20:39:17.054Z,197975.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Question form,html.Form,2_2_3,,,,,,,skipped,,197948.69999998808,,,197948.19999998808,197948.80000001192,2024-05-21T20:39:17.054Z,197975.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Answer indication,canvas.Screen,2_2_4,,,,,,,skipped,,197949.80000001192,,,197948.19999998808,197950,2024-05-21T20:39:17.055Z,197975.6,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,inter-stimulus,canvas.Screen,2_2_5,,,,,,,response,2521.700000011915,197950.10000002384,197959.008,197975.6,200497.30000001192,200498.5,2024-05-21T20:39:19.604Z,200508.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,Sequence,flow.Sequence,2_2,,,,,,,completion,16921.80000001192,183563.19999998808,183558.922,183575.5,200497.30000001192,200498.80000001192,2024-05-21T20:39:19.604Z,200508.8,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Kad je Lena pronašla honorarni posao?,Lena je pronašla honorarni posao ubrzo nakon praznika..,gf,,32,51,,
,context,canvas.Screen,2_3_0_0,,,,,,,response,3021.8999999880907,200499.19999998808,200492.328,200508.8,203530.69999998808,203531.5,2024-05-21T20:39:22.637Z,203542.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Stare su samo Čehovljeve priče bile u ovoj knjižnici..,Samo su Čehovljeve priče bile stare u ovoj knjižnici..,di,35,35,33,,
,Timer frame,html.Frame,2_3_0,,,,,,,,3022.8000000238535,200499,200492.328,200508.8,203531.60000002384,203531.69999998808,2024-05-21T20:39:22.637Z,203542.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Stare su samo Čehovljeve priče bile u ovoj knjižnici..,Samo su Čehovljeve priče bile stare u ovoj knjižnici..,di,35,35,33,,
,stimulus,canvas.Screen,2_3_1_0,,,,,,,response,9938.40000002383,203532.19999998808,203542.132,203542.2,213480.60000002384,213481.5,2024-05-21T20:39:32.587Z,213492.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,3,click @3,,Stare su samo Čehovljeve priče bile u ovoj knjižnici..,Samo su Čehovljeve priče bile stare u ovoj knjižnici..,di,35,35,33,,
,Timer frame,html.Frame,2_3_1,,,,,,,,9939.499999988067,203531.89999997616,203542.132,203542.2,213481.69999998808,213481.80000001192,2024-05-21T20:39:32.587Z,213492.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Stare su samo Čehovljeve priče bile u ovoj knjižnici..,Samo su Čehovljeve priče bile stare u ovoj knjižnici..,di,35,35,33,,
,Spremanje,canvas.Screen,2_3_2,,,,,,,skipped,,213481.89999997616,,,213481.69999998808,213482,2024-05-21T20:39:32.588Z,213492.2,Dh-x6F29Zl,full,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Stare su samo Čehovljeve priče bile u ovoj knjižnici..,Samo su Čehovljeve priče bile stare u ovoj knjižnici..,di,35,35,33,,
